d 的
dmue 眣
dtei 耊
dkea 啑
jkea 啑
skea 啑
tkea 啑
dgei 戜
dsea 峌
dlea 恎
dfei 挕
djea 绖
dvue 胅
dyei 褺
dcue 苵
tbia 甸
ddie 奌
zceu 蒧
dceu 蒧
dcia 蕇
dnia 婰
dwia 敟
dmia 椣
dvie 阽
dcei 齻
tjia 钿
nkuo 唸
dnoo 婝
dhie 扂
dcua 蜔
dpua 簓
dsau 鼦
ddui 鳭
ddui 殦
dmui 瞗
dxu 窎
dyua 訋
dnua 鵰
dfua 扚
jvao 膠
jvoe 鮫
jjoe 絞
jzua 將
qzua 將
jcea 莖
jjui 錦
jyae 訣
kjia 凱
kyoe 頦
hyoe 頦
jvea 脛
jnoe 鷲
hloe 懷
lnia 裡
ltia 壘
hfua 換
ldou 澇
ljeo 鐳
lbeu 賚
kjia 錕
jcue 轎
jrei 僥
yrei 僥
jfue 撟
jsue 矯
jdeu 減
jpia 簡
jmei 監
jtei 堅
jlia 競
jjea 經
gyea 頸
jyea 頸
jgea 弳
jmua 駒
hna 嫿
xyei 頡
jyei 頡
jsei 屆
jmae 盡
hmua 閽
hdoa 渾
hbeu 賄
gxia 賈
jxia 賈
jjia 鉀
jceu 莢
jnoe 鶺
jzei 羈
jzoe 躋
jjee 績
hyoa 諢
hduo 澮
kduo 澮
hmuo 檜
kmuo 檜
gmuo 檜
jwou 齏
hjei 鑊
hqei 歡
hbei 黃
hjuo 鍰
hvoo 鯇
wvoo 鯇
jcia 輯
jvua 際
jkoe 嚌
jluo 劍
jduo 殲
jgei 韉
jgei 艱
jjeu 鋏
hjuo 繪
hbui 貨
jjua 級
jdoe 濟
hhie 穢
xcoa 葷
hcoa 葷
hwoa 琿
hbua 瘓
jsei 饉
jyee 訐
jpae 節
jjae 鋦
jrae 儘
jnue 嬌
jzei 艦
jyee 講
jjua 絳
jdei 漸
jgea 戩
jjei 結
jcoe 較
jrei 僅
jjae 鋸
jmui 櫸
jlea 剄
jjai 糾
jfia 颶
jjei 縉
jdea 涇
jqea 晉
qsue 嶠
jsue 嶠
jrua 傑
jmia 梘
hmae 闞
kmae 闞
kjia 鐦
lmia 糧
lkei 啢
lleu 遼
kkee 哢
lkee 哢
lqoe 曨
jcia 繭
lhie 爐
jvei 鮚
jnui 鷦
ktoe 壙
kgoo 髖
kmei 瞘
lpoe 籬
lmeu 糲
lvei 酈
lpei 籃
lnia 襴
ljia 鑭
ljaa 鑞
ldei 濫
lmui 樂
ymui 樂
lzei 躪
lvou 鄰
lyuo 領
lcou 轔
llei 連
lnei 褳
lsou 嶗
lbou 癆
ldeu 淶
ljei 覽
lsua 餎
gsua 餎
ljei 銠
lzoe 離
lcoe 蘺
ktia 塏
kjea 鍇
jgae 廄
kvei 鮳
htoa 壼
ktoa 壼
jqia 靚
lqia 靚
jjui 鐫
jlui 進
jlea 逕
jvoe 鯨
jqai 獎
jdei 澆
jmue 驕
jdia 澗
jfuo 撿
jmuo 檢
jmua 閒
xmua 閒
kyee 誆
hnoa 褌
knoa 褌
klia 憒
kcia 蕢
kmoe 閌
kxuo 懇
lcaa 蠟
lmei 驪
lvei 鱺
ljei 纜
jlie 劇
jlia 懼
jcea 徑
jdui 鬮
jduo 淨
jlea 勁
kmia 闓
kluo 龕
jnia 鵑
kjoe 纊
jbei 癘
lbei 癘
lmee 隸
lgoe 廩
lxoe 戀
ljeu 繚
ljai 釕
kmia 騍
ktuo 墾
kyia 顆
jpoa 皸
klia 剴
kpia 簣
lmeu 棶
lcia 蘭
lcei 藍
ldaa 淥
jjui 繳
zjui 繳
lcia 蔞
lcia 螻
lkua 嚕
lgie 廬
lvia 魯
jyee 誡
jcae 藎
jjei 覲
jjia 钁
jquo 靜
jjoe 鏡
lhuo 來
ljou 鐒
lhia 爛
xvaa 臘
lvaa 臘
kvia 聵
hdia 潰
kdia 潰
lnuo 鴒
lgei 魎
lcei 厲
lsui 礫
ljia 鋰
ldei 漣
lvaa 聯
ldeo 龍
lkoe 嚨
lmoe 櫳
ljua 鎦
lmua 騮
lsuo 嶺
lmia 樓
ljoe 鋶
jpie 舉
jvae 鮶
jsao 餕
jteu 堿
jdae 決
ksea 硜
kquo 獪
kgei 寬
knoe 褲
lmei 欖
lnee 犛
mnee 犛
kvia 鯤
kfoe 擴
lnua 鶹
lmoe 檁
lduo 瀲
lmeu 櫪
ldei 奩
lnei 鸝
lqeu 曆
lpia 簍
ljia 鏤
lsia 嶁
lvei 陸
llia 耬
lkia 囉
lkui 呂
ljia 鏍
lmia 欏
mcei 螞
jjau 絕
kmee 開
mkei 嘜
jwee 玨
lqaa 獵
ljuo 鈴
lcuo 蘞
ldoe 涼
lpoe 簾
lbue 鬁
jsai 漿
jjou 錈
jjui 覺
jyao 譎
jgei 軍
jjua 鈞
jcui 舊
jxei 緊
lwuo 斂
lhei 煉
ldeu 瀝
lceu 藶
jbea 賤
jbae 贐
jdee 潔
jvuo 腳
kjei 銬
kyua 誑
ljoa 鋃
lseu 崍
llei 懶
lcoo 蒞
lyou 纇
lyee 誄
lmia 欄
llou 耮
ljia 縲
kvoe 鄺
kkuo 噲
kmoo 闊
llee 礱
lvia 鯉
lseu 礪
lzui 躒
jtia 坰
kcei 軻
kjei 鈳
jcia 齟
jcoe 薦
jmei 檻
kmei 檻
jvai 鱂
jcai 蔣
jjia 鐧
jyou 譾
jzea 踐
lnia 禮
llei 邐
lkeu 嚦
lcui 轢
lyia 讕
kyia 課
kfei 摳
kjeu 絝
kruo 儈
lnei 襤
lceu 萊
jxia 窶
klia 愷
klue 愾
kjoe 鈧
gcia 輥
hcia 輥
gdoe 滾
gjia 緄
gwuo 袞
gcua 軌
gyua 詭
kluo 劊
gluo 劊
glie 劌
gsaa 咼
ksaa 咼
gjia 幗
gkei 國
gvia 膕
gsia 餜
jveu 鱖
gveu 鱖
gfaa 摜
gsoo 館
gyei 詿
gmia 貫
gnou 媯
gmei 閨
gvei 鮭
xvei 鮭
gnei 鸛
ggei 廣
gqoe 獷
glaa 慣
gmaa 關
gvia 鰥
gjei 觀
gjee 規
qpia 龜
gpia 龜
jpia 龜
gjui 歸
gbia 貴
gkei 匭
gfei 掛
glia 剮
hnue 鵠
gnue 鵠
gsui 鴰
gvia 鯝
gyoa 顧
glee 龔
ggia 貢
ggei 鞏
ggia 宮
gjei 綆
gvei 鯁
ghia 亙
gnoe 鶊
gboe 賡
gjua 鉻
gjuo 給
jjuo 給
gjei 鎘
gmua 閣
gria 個
gcei 軲
gjee 覯
gbee 購
gmee 構
gyuu 詬
gxua 夠
gdee 溝
gjua 鉤
gjui 緱
bwee 韝
gwee 韝
gjei 鈷
gsei 穀
gcia 蠱
gsia 餶
gjia 錮
gnei 鴣
gsei 轂
ggui 鶻
hgui 鶻
gyei 詁
hcue 齕
gmei 櫃
hnuu 鴴
hcei 轟
gvua 鯀
gjia 鍋
gcia 蟈
gtia 堝
gmoe 槨
hjuo 鉿
jjuo 鉿
hdei 漢
hyia 顥
hkea 號
hjuu 絎
hyoe 頏
hdia 灝
hmoe 閡
hmoe 駭
xmoe 駭
glia 過
gfia 摑
hwei 韓
hmee 閈
hyuo 頷
htoa 壺
hcuo 軤
hcaa 葒
hmeu 閎
hyei 訌
hdei 鴻
hbui 黌
hpa 戶
hnei 鶘
hdoa 滬
xdoe 滸
hdoe 滸
hjei 鏵
hmei 驊
hkei 嘩
hcee 華
hdei 鬨
hvui 鱟
hsui 餱
hnoa 鶴
hbau 賀
hvei 魺
gvei 魺
hcoe 蠔
hyei 訶
hmei 闔
hnia 鶡
jnia 鶡
gyuo 頜
hyuo 頜
hmei 橫
hyee 頇
hjei 紅
gjei 紅
hjeu 紘
jmei 驚
jjai 巹
jyei 謹
jyai 醬
jyei 詰
jbea 痙
hvei 鱯
hyei 護
kqoe 曠
kyeu 誇
hjia 繯
hyei 謊
hfoa 揮
hyue 誨
hcuo 薈
jvoe 霽
jvou 鰜
jmei 檟
ghuo 夾
jhuo 夾
jdeu 浹
jjae 紀
jmai 極
lyue 話
hyue 話
hkua 喚
hhua 煥
jcei 薑
jcai 螿
jyei 諫
jpia 筧
jruo 儉
jloe 劑
hsuo 餄
jveu 郟
jpea 箋
jsaa 磯
jwou 齎
jmaa 機
hvui 鰉
jjoe 鉸
jsoe 餃
gkei 嗊
hkei 嗊
jmai 槳
jvei 鰹
hvuu 鮜
hnei 鸌
hnai 褘
hqoa 暉
hxei 畫
hjia 鐶
htoe 壞
hlia 還
xlia 還
jyaa 譏
hhuo 燴
hnia 禍
hqei 獲
hyai 諱
hjia 繢
ykie 噦
hkie 噦
hxoa 彙
hsui 毀
hxeu 輝
hwia 環
hmia 闤
hjuo 緩
jjaa 繼
jcua 薊
jjia 覬
jmie 驥
jyeu 頰
jjia 緝
qjia 緝
jwaa 璣
jsei 擊
hjou 鈥
hmia 闠
kdia 況
ksia 饋
kmao 騤
gsoe 礦
ksoe 礦
hlae 劃
hdia 奐
hyeu 詼
hjui 鍠
hvie 翽
pyia 頮
hvoa 翬
jvoe 鱭
jvae 鯽
jsaa 饑
jzao 幾
jvae 魢
jfoe 擠
jcaa 蟣
jyei 計
jyae 記
jzuo 雞
jkaa 嘰
jzoe 跡
jhee 積
jgea 戔
jsae 見
xsae 見
jsea 餞
hsia 餛
hrei 會
krei 會
jzia 雋
jnou 鶼
jjou 縑
jrei 價
grei 價
jnua 鳩
jdae 濜
jwui 璡
jvea 階
jfui 攪
gfui 攪
jhae 燼
jsuu 屨
jyea 詎
hdua 渙
hkuo 噅
kkuo 噅
jjeu 緘
jnia 襇
jluo 鹼
jjae 鍵
jdia 濺
jfie 據
jyua 熲
jcee 荊
jbue 癤
jmuo 瞼
jgei 韁
jjei 鑒
jfei 揀
jmia 間
jceu 蛺
jmau 駕
ktui 塊
kvuo 鱠
kbia 貺
kjei 緙
hmei 樺
lbei 癩
cbai 芻
cjia 鋤
yleu 懨
cgei 廚
czua 雛
cmoe 櫥
czoe 躕
cjai 絀
chua 處
csei 礎
croe 儲
cmei 闖
cbuo 瘡
cjui 釧
crei 傳
zrei 傳
cjia 觸
cxuo 辭
znou 鶿
cnou 鶿
cyae 詞
ccao 輟
cjie 綽
ccia 齪
ccei 蓴
cluo 創
cluo 愴
cnoe 鶉
cjea 純
zjea 純
cjue 錘
cmei 棖
cxuu 懲
cyeu 誠
cmia 騁
cmai 馳
cbua 癡
cnua 鴟
znua 鴟
cvoa 恥
csei 齒
clae 遲
csue 飭
choe 熾
ccia 蟲
cgoe 寵
cjoe 銃
ccue 衝
czoe 讎
crei 儔
ctei 疇
cpei 籌
czei 躊
cyui 醜
cjei 幬
djei 幬
cjua 綢
cyei 諶
clei 塵
cvei 陳
ccoe 徹
csei 硨
csao 磣
chuo 稱
ccua 齔
cmoe 櫬
cnoe 襯
cyuo 讖
cfio 撐
cjio 鐺
djio 鐺
tjio 鐺
cmei 檉
ccie 赬
ccei 蟶
cvio 鱨
crio 償
ckio 嚐
cvia 腸
cxoa 嘗
ccei 萇
chie 長
zhie 長
cvia 鯧
cjia 錩
cmia 閶
zyoe 顫
cyoe 顫
cluo 懺
crei 倀
cceu 蕆
cyua 諂
cjoe 鏟
cmia 闡
ckia 囅
zqei 鼂
cqei 鼂
chia 車
jhia 車
clei 悵
ywia 瑒
cwia 瑒
cqii 暢
cjiu 鈔
cgio 廠
ctia 場
cnuo 鶬
qnuo 鶬
ccuo 蒼
cduo 滄
croa 倉
cruo 傖
czuo 艙
ccea 蠶
cdea 殘
clei 慚
cmao 驂
chie 燦
clao 慘
chao 黲
cgia 廁
clia 惻
cdia 測
ckii 冊
ccai 艸
csou 層
cria 側
zria 側
cjue 鍤
csei 餷
zsei 餷
cjoo 鑔
cyoo 詫
cjao 釵
croe 儕
ccei 蠆
cfao 摻
sfao 摻
zjie 覘
cjie 覘
cjoe 纏
cyua 讒
clea 剗
csua 饞
ccia 蟬
cwuo 產
cdoe 滻
cnia 嬋
cfua 攙
cnia 禪
snia 禪
vmee 驁
vsui 嶴
vdui 奧
vnia 媼
vnui 襖
vmee 鼇
bkia 唄
bbue 敗
bfia 擺
bteo 壩
bzao 罷
pzao 罷
bveu 鮁
bjai 鈀
pjai 鈀
vtoo 垵
vyoe 諳
vneu 鵪
vvee 靉
vjoo 銨
ysua 礙
vsua 礙
vquo 曖
vwuo 璦
vnuo 嬡
vcoe 藹
vvoe 靄
vzoa 愛
vkuo 噯
vbia 皚
vjai 錒
vjoe 鎄
brei 備
bsae 貝
bqia 狽
bgee 寶
bvua 鮑
bnui 鵯
bjia 繃
bvei 鰏
bjia 鏰
bbei 賁
bcie 輩
bjia 鋇
bxui 憊
bcua 齙
pcua 齙
bsua 飽
bnua 鴇
btou 報
byoe 謗
bjoe 鎊
blaa 剝
bjee 綁
bxau 辦
bjei 幫
bjou 絆
bjuu 鈑
byuo 頒
bbei 並
bsou 餅
bfao 撥
bsei 餑
bfei 缽
bgei 賓
bbui 癟
bgou 彆
bjoo 繽
bdie 瀕
pdie 瀕
broo 儐
bdoo 濱
bmoo 檳
bgoo 髕
bboo 鬢
bdoo 殯
bvoo 臏
bfoo 擯
bjeu 鈈
bnei 補
ssao 參
csao 參
cbei 財
bjei 鎛
bsei 餺
bnei 鵓
bmuo 駁
bjeu 鈸
bjui 鉑
bvui 鮊
bnao 襏
bjeu 鈽
bzia 蹕
bbia 贔
bpia 篳
bdui 斃
bjou 幣
bjoa 鉍
bdue 潷
bkia 嗶
byau 詖
bcia 蓽
bmei 閉
bqei 畢
bpae 筆
bbuo 貶
bvoa 鯿
bpui 籩
blui 邊
bjoa 編
pjui 緶
bjui 緶
bfua 颮
bxaa 辮
bxoe 辯
bwoe 變
bjei 鏢
bmei 標
blia 別
bmei 驃
pmei 驃
bjoe 鑣
bmei 驫
bvei 鰾
bvou 鱉
bfeu 飆
cbia 賜
sbia 賜
cpia 囪
zcuo 從
ccuo 從
ccuu 蓯
ccui 蔥
cmui 驄
cyii 叢
cmuu 樅
zmuu 樅
cvui 聰
cxui 竄
cfoo 攛
czoo 躥
cjoo 鑹
ccee 輳
cdee 湊
cjoe 縗
sjoe 縗
clou 鹺
cjuo 銼
cjei 錯
dkei 噠
dtei 墶
tzei 躂
dzei 躂
dlei 達
tlei 達
dgei 韃
dcei 薘
dceu 軑
djeu 帶
djao 紿
dvee 靆
dbui 貸
skia 單
dkia 單
ckia 單
dvua 膽
sfia 撣
dfia 撣
dpia 簞
dvia 鄲
dfua 擔
ddia 殫
dbia 癉
tgia 彈
dgia 彈
dlia 憚
dyui 誕
dwio 璫
dnio 襠
dpio 簹
dtio 當
dhio 黨
dfio 擋
dyio 讜
dsai 氹
dsia 碭
dtio 壋
dmio 檔
dcoo 蕩
dcou 導
dfui 搗
dsui 島
dvau 魛
dha 燈
dvao 鄧
dmoo 盜
dnei 禱
dlei 燾
tlei 燾
ddui 滌
djoe 鏑
djao 鐙
dyua 詆
drou 糴
djei 覿
dwoe 敵
dbei 癲
dsei 巔
dyei 顛
dyoe 諦
djoe 締
dluu 遞
ddae 澱
dvua 鯛
djia 鈿
tjia 鈿
dvia 電
dtei 墊
dhie 點
dyua 調
tyua 調
dcui 蓧
tcui 蓧
djia 銱
dyei 諜
dvei 鰈
djua 釣
djea 絰
djoe 鍍
djui 緞
dkea 噸
djoe 鐓
dxii 懟
dvou 隊
dcii 對
dbia 兌
dpaa 籪
djui 鍛
djaa 斷
dmei 闍
smei 闍
dsei 餖
dxei 竇
dqia 獨
ddei 瀆
dmei 櫝
dpei 牘
dnei 犢
dyei 讀
dhei 黷
dbei 賭
dpei 篤
djoo 鈄
tjoo 鈄
dhei 鬥
dvei 腖
dmei 棟
dlue 動
dsei 崠
ddei 凍
dnei 鶇
dhia 東
djoo 錠
dyei 訂
dsei 飣
dwao 丟
djue 銩
dyei 頂
djei 釘
dtia 疊
fjuo 紛
ftei 墳
fsei 豶
fjoe 紡
fyoe 訪
fzuo 飛
fjie 緋
fvie 鯡
fyie 誹
fbae 費
fgao 廢
fjua 釩
fheu 煩
fwo 琺
fzoe 罰
fmui 閥
fbuu 販
fsei 礬
fpei 範
fsuu 飯
fvoe 魴
fjoe 鈁
vyui 訛
vjue 鋨
vyoo 額
vnue 鵝
wxei 惡
vxei 惡
dsai 飿
dtai 墮
htai 墮
dwia 嚲
cjue 綞
djue 綞
ddui 奪
djia 鐸
dzei 躉
dhoe 燉
dyea 頓
djea 鈍
vyia 諤
ymoe 閼
vmoe 閼
vjia 鍔
vsue 餓
vcia 齶
vvei 鱷
vyia 顎
vtei 堊
vceu 軛
vleu 邇
vhuo 爾
vjei 鉺
vsei 餌
fdae 發
vbee 貳
vjua 兒
njua 兒
vnia 鶚
vveu 鮞
vneu 鴯
gboe 賅
gjei 鈣
hcei 蓋
gcei 蓋
ghia 稈
gveu 鱤
gzi 趕
gyei 尷
gyoe 該
gjaa 釓
fvui 鮒
fbei 賻
fbee 賦
fmui 駙
fjei 縛
fvue 鰒
gjoe 鎬
hjoe 鎬
gjoe 縞
gyue 誥
gjue 鋯
gfia 擱
gjue 紇
hjue 紇
gnuo 鴿
gjia 綱
gkou 岡
glia 贛
gsia 幹
gjei 紺
gsia 崗
gjia 鋼
glia 剛
zxoe 戇
gxoe 戇
pnii 襆
fnii 襆
fcei 輻
fyio 訃
fdia 負
fnae 婦
fcei 輔
ffue 撫
fnue 複
fweu 韍
fnua 鳧
fjeu 紱
fjae 紼
fhia 膚
fmee 麩
fbia 賵
fjeu 鳳
fyua 諷
pdei 馮
fdei 馮
fjua 縫
fdee 豐
fbua 瘋
fsua 碸
fdee 灃
fjua 鋒
fmua 楓
fdua 渢
fpau 風
fmia 糞
frei 僨
flei 憤
fdui 奮
fvei 鱝
ypua 簷
jhea 烴
thea 烴
tsue 飥
xmei 驍
xpeu 須
yhie 亞
yfei 掗
xjia 絏
xvea 陘
xkei 嘵
xjoe 鑲
tjou 綈
xyia 詗
wjui 維
wcai 葦
wxoo 窪
tmoo 駝
tvia 鮦
gdia 渦
wdia 渦
wwai 瑋
xhia 秈
xcoo 轄
xweu 璽
xvuo 郤
xqeu 狹
xjia 錫
wmao 騖
wrei 臥
wrou 偽
xsoe 餏
wkui 嗚
wwoe 甕
wkai 圍
tvuo 脫
tjia 緹
tjei 釷
snae 鷫
sjio 鎖
sxiu 肅
tvao 鮐
txao 態
tfei 攤
ttoe 壇
tbou 賧
dbou 賧
tkia 圖
tsea 飩
wxia 窩
wvia 鰃
wdoe 灣
wcia 萬
mcia 萬
wkae 吳
wvao 霧
wlai 違
xsue 餼
xdei 瀟
xjuo 纖
xjei 覡
xsui 嶨
xjae 繡
xveo 鱈
ymua 閻
scuo 蛻
tcuo 蛻
yhei 煙
wnei 襪
wjoo 綰
xyui 訓
tjia 銅
xjei 緒
wcai 衛
wzie 韋
wjui 鎢
xseu 峽
xjue 銑
xkae 嘯
xjio 綃
xwei 褻
jfei 擷
xfei 擷
xcuo 銜
xjuu 鍁
xvuo 險
xsui 餉
xyaa 響
wdee 汙
wsia 磑
wvia 膃
xcei 蠨
xreu 俠
xmei 閑
xfae 撏
xsuo 嶮
ysuo 嶮
xvae 鱘
ynea 鴉
yteu 壓
tgei 廳
xyuo 諼
xbui 興
cjei 鐔
xjei 鐔
tjei 鐔
xdui 釁
xmoe 驤
xgeu 項
xnou 犧
xvou 鮮
xgee 憲
xbia 癇
xbei 賢
wvia 鰮
wlao 務
wtoe 壪
xsui 澩
xyua 詢
ydee 灩
xjee 鉶
xjae 鏽
xhii 虛
xweu 頊
xjio 銷
yfia 攖
yvuo 隱
yyou 議
ymia 驛
yroe 億
ydou 瀠
yboe 贏
ykou 營
ycou 螢
yjuo 銚
djuo 銚
ynia 鴦
ygeu 魘
ywuo 彥
xwie 璿
vyeu 醃
yyeu 醃
ymee 閆
xmoe 騂
xyui 謝
yfei 爺
yvuo 鰩
yyou 業
xsou 滎
ysou 滎
yjia 銦
ybeu 贗
wyia 誤
ybaa 癰
yyia 顒
yyue 義
xjue 銛
xyou 詳
xwia 現
vyao 誒
xyao 誒
vkia 囂
xkia 囂
xjoe 鋅
xgei 廂
xcaa 薌
xnia 鷳
xcia 蜆
xvui 習
xleo 襲
xdui 鬩
xgeu 廈
sgeu 廈
lcuo 薟
xcuo 薟
hcae 蝦
xcae 蝦
ymei 椏
ykia 嚴
ylua 遙
yyua 謠
yjuo 鑰
ycou 蟻
jcou 蟻
yhei 燁
ykei 囈
wnao 鶩
mnao 鶩
ybai 癮
xdoo 瀉
xtia 塤
xlue 勳
xxei 尋
xyao 詡
xgie 戲
hgie 戲
xyoo 羨
xjei 纈
ynai 禕
yyeu 醫
ycia 靨
yvii 鄴
gdou 溈
wdou 溈
wjai 緯
yjou 鎰
ytei 異
wmei 聞
wmia 問
mlue 無
wlue 無
ynuo 鷂
ymuo 驗
yheu 黶
wtei 埡
ytei 埡
xyea 諧
xduo 漵
xjei 續
xyae 訊
xrua 係
jrua 係
xyia 顯
xnia 嫻
wvui 鄔
wnei 鵐
wcae 齷
wdia 溫
wdaa 濰
wmai 闈
ywuo 兗
ymei 鹽
ydee 訁
xdua 洶
xyuo 訩
xfia 攜
xgui 寫
xquo 獫
xwuo 敘
wrai 偉
wjoe 紋
wwia 韙
wcia 萵
wcia 蝸
gcia 蝸
ycei 藝
yzou 艤
yjou 鎣
yxeu 憖
yyoo 誼
yyoe 顏
ybei 瘂
yyao 詒
yxou 窯
xxia 懸
xzui 學
xcee 軒
hyue 許
xyue 許
xvau 脅
xcae 蕭
xjui 線
xxia 縣
xsua 餡
xqie 獻
xqeu 獮
wjua 紈
yfai 扡
qfai 扡
tyue 頹
triu 條
tjue 鋌
djue 鋌
tcau 齠
syao 誦
xmui 梟
sneu 歲
xseu 硤
xkei 嚇
hkei 嚇
xcia 莧
xjuo 綌
xsau 協
xpae 簫
xcia 蠍
xsaa 饗
xjia 細
yhae 煆
dhae 煆
xhae 煆
xvaa 鄉
hvei 臒
wpi 烏
wjai 幃
wnuo 鶲
tmao 駘
dmao 駘
tqeo 曇
xjou 錟
tjou 錟
tvou 謄
tjoo 鉈
sjoo 鉈
sqai 猻
syuu 訴
xnia 鴞
xkie 噓
skie 噓
ssui 餿
scua 蘇
tyia 題
svia 鯷
tvia 鯷
wveu 鮪
ttoo 塗
xvao 鰼
xqei 曉
xfeu 挾
jfeu 挾
wlue 憮
wtui 塢
wfia 撾
zfia 撾
wyia 謂
tnou 鵜
tjeo 鋱
ssae 飼
skaa 噝
snaa 鷥
xsia 屭
tmei 闥
tlue 慟
tpei 籜
wlou 為
wcia 轀
wyei 誣
wnue 嫵
sgei 廝
scuo 輸
scei 術
smae 驌
szia 雖
tvia 鰨
tvea 魨
tkei 團
tfei 摶
sqei 曬
tmeu 馱
dmeu 馱
sveu 陝
smuo 閃
sjue 觴
wnia 媧
srue 傷
sjia 繩
tjeu 靦
mjeu 靦
tyei 譚
tjou 銻
sjia 鍶
yyuo 說
syuo 說
sbei 贖
syui 雙
sjui 鎪
zyoe 識
syoe 識
sjau 紹
sbua 贍
sjuu 釤
rdia 潤
tdeu 頭
tjei 鐵
tzai 糶
wmuo 閿
wcia 蝟
wyue 諉
wcia 輞
wyee 頑
ssue 飾
squi 獅
sjuo 綬
sguo 審
syua 設
smia 駟
shui 爍
syoe 誶
tbuo 貪
ckia 嘽
tkia 嘽
tgia 體
tjeu 鈦
wjia 網
tmia 鼉
xvou 鯗
xjei 緗
syia 謖
xzei 躚
xleu 鹹
xcua 蘚
xsia 峴
wgue 廡
wnee 鵡
tmei 闐
tjua 綯
tmei 檮
sjoo 縮
sxuu 慫
sbei 鬆
sjua 銫
shei 穡
rmou 榮
jjua 鈒
xjua 鈒
tnoo 鴕
sdei 豎
ssia 蝕
sdia 濕
ssui 鳲
sbao 瘮
swio 瑣
tsia 餳
xsia 餳
sfia 損
tmia 闒
stae 壽
syuo 訟
tjoe 統
tbie 貼
tvou 騰
whuo 穩
wcue 蕪
tmai 橢
whai 煒
wdia 潿
tcei 蘀
sjio 緔
ssia 喪
rsou 嶸
svoo 鯊
lyei 釃
syei 釃
spou 釋
sjoe 鈰
shuo 稅
sdei 灑
slua 颯
smao 糝
qmou 闕
qsoa 確
qjou 綣
wgoe 彎
tyue 頲
tvui 鰷
tvee 聽
sjao 紓
syuo 頌
scei 厙
stia 塒
svau 鯴
cyai 詘
qyai 詘
lhaa 巰
qhaa 巰
rfeu 擾
ryeo 顬
rjue 紝
ryau 認
rjeu 縟
rcua 軟
svou 鱔
ssuo 殺
smao 騷
dlia 遝
tlia 遝
wvue 穌
svue 穌
sveu 隨
smei 樹
smee 閂
tjia 覥
thoo 燙
qxei 愨
svia 鰓
xvia 鰓
rlei 熱
ssuo 嗇
qlee 愜
qjee 錆
thua 禿
lfie 攄
sfie 攄
syee 試
rwau 韌
trio 儻
crio 儻
tdei 濤
tqei 歎
tdia 湯
sdia 湯
qkia 區
vkia 區
qzua 趨
czua 趨
qzei 牆
sbuo 賒
sseu 屍
sbei 貰
svei 腎
rjau 紉
rsue 飪
rjee 絨
nmei 橈
rmei 橈
qjie 覷
tqei 獺
sseu 碩
smei 樞
tyei 討
sjui 鑠
sjui 帥
swia 數
sneo 鸘
svuu 聳
szua 孫
scai 蓀
sjuo 綏
sfui 颼
sfia 擻
sjou 繕
sbio 賞
shei 燒
tgau 鞀
triu 絛
tjia 鉭
djia 鉭
skio 嗩
xsuu 屜
tsuu 屜
qsuo 嶔
qjoe 親
lnoe 孌
lmoe 欒
ljia 鑼
lnie 鸕
lcua 輅
lvei 鯪
lpoe 籠
lkia 嘍
mnei 鶓
ndeu 濔
mdeu 濔
mmei 瞞
mkei 嗎
mlei 勱
mlei 邁
lleu 勵
lwia 裏
lvia 鱧
vyei 謳
njuo 鎿
msae 黽
mlia 憫
myao 謬
msei 饃
nvui 隉
msia 饅
mjou 鎂
ljaa 綠
ldoe 灤
lduo 淪
gjuo 綸
ljuo 綸
msei 碼
lfoe 攏
lnaa 祿
ldie 濾
lnia 鷺
lvei 鰱
lcei 蓮
lceu 蠣
lbeu 療
lneu 鷯
lhia 兩
ldoe 瀧
sdoe 瀧
lcoe 蘢
lrei 儷
lveu 靂
ljoe 縭
vdei 漚
ncia 農
ndoo 濘
lyua 論
lnou 犖
fkue 嘸
mkue 嘸
lwoe 瓏
lfia 摟
lhia 盧
mhie 馬
lsoe 巒
mtia 賣
mkeu 冇
mjai 錳
mria 們
mneu 禰
nneu 禰
mmaa 麼
lmia 騾
lpia 籮
lria 侶
ljia 鋁
mmoe 閔
mnei 媽
ncee 輦
nfee 攆
lrei 倆
ldei 淩
lvei 鰳
lceu 徠
ldei 瀨
lmoa 閬
lfou 撈
njui 鎳
njei 鑷
nfoo 擰
lmeu 睞
lyou 類
lfia 攔
lwei 璉
lvuo 臉
ljoe 鐮
llei 麗
kjia 鎧
gjia 錁
kjia 錁
kxee 窺
ksui 巋
kkui 嚳
kvuo 膾
lkei 臨
lria 僂
mvuu 脈
mcoe 蠻
myia 謾
ljua 絡
ljuo 鋝
lrei 侖
lmia 閭
lmua 氌
mxei 麥
mcei 蟎
lsia 屢
lhia 虜
ljae 錄
lsei 鹵
lfua 飀
lcoe 輬
lnuo 襝
lmui 櫟
ymui 櫟
ljeu 錸
kvuo 鄶
ynoa 鶤
knoa 鶤
kkia 匱
jjia 絹
jmao 駿
kgei 庫
mcia 夢
mzia 覓
msae 門
kjei 鏗
mjei 鏌
khui 虧
ldia 漊
lvoe 隴
lbae 瘺
ljua 鑥
lbua 賂
ljei 練
ljao 鏐
ljei 綾
ldoa 淚
llou 勞
lwia 斕
lsua 嵐
lteu 壢
llou 憐
lfei 攬
lkou 嘮
lmei 闌
ldia 瀾
lpei 籟
lbei 賴
lgia 髏
lcia 藺
lvia 靈
